SYNTHETIC BANK ACCOUNT STATEMENT
Period: 2026-01-01 — 2026-03-31
Every data row below is one posted bank transaction; no archive or instructions are included.
transaction_id,occurred_at,posted_at,merchant,description,amount_minor,currency,card_last4,channel,status,category_id,merchant_country,mcc,authorization_code,terminal_id,counterparty,balance_after_minor,payment_purpose,provider_reference,fee_minor
TX-000001,2026-01-01 09:07:00,2026-01-02,NOVA MARKET,groceries,-727,RUB,4401,card,posted,food.groceries,RU,5311,AUTH-0000000001,TERM-1001,counterparty-01,7499273,household account; groceries; statement export,PROVIDER-2026-00000001,1
TX-000733,2026-01-13 09:31:00,2026-01-14,MEDI-CORNER,pharmacy goods,-13011,RUB,4403,card,posted,health.pharmacy,RU,5912,AUTH-0000000733,TERM-1013,counterparty-29,1220720,household account; pharmacy goods; statement export,PROVIDER-2026-00000733,1
TX-000734,2026-01-14 10:38:00,2026-01-15,STREAM BOX,monthly subscription,-13148,RUB,4404,card,posted,services.digital,RU,4899,AUTH-0000000734,TERM-1014,counterparty-30,1207572,household account; monthly subscription; statement export,PROVIDER-2026-00000734,2
TX-000735,2026-01-15 11:45:00,2026-01-16,GREEN MARKET,fresh food,-13285,RUB,4405,qr,posted,food.groceries,RU,5411,AUTH-0000000735,TERM-1015,counterparty-31,1194287,household account; fresh food; statement export,PROVIDER-2026-00000735,3
TX-000736,2026-01-16 12:52:00,2026-01-17,BOOK HOUSE,books and stationery,-13422,RUB,4406,card,posted,unknown,RU,5942,AUTH-0000000736,TERM-1016,counterparty-00,1180865,household account; books and stationery; statement export,PROVIDER-2026-00000736,0
TX-000737,2026-01-17 13:59:00,2026-01-18,NOVA MARKET,groceries,-13559,RUB,4407,card,posted,food.groceries,RU,5311,AUTH-0000000737,TERM-1017,counterparty-01,1167306,household account; groceries; statement export,PROVIDER-2026-00000737,1
TX-000738,2026-01-18 14:06:00,2026-01-19,CITY RIDE,completed ride,-13696,RUB,4408,qr,posted,transport,RU,4121,AUTH-0000000738,TERM-1018,counterparty-02,1153610,household account; completed ride; statement export,PROVIDER-2026-00000738,2
TX-000739,2026-01-19 15:13:00,2026-01-20,RIVER PAY,online order,-13833,RUB,4409,card,posted,services.digital,RU,5812,AUTH-0000000739,TERM-1019,counterparty-03,1139777,household account; online order; statement export,PROVIDER-2026-00000739,3
TX-000740,2026-01-20 16:20:00,2026-01-21,NORTH CAFE,coffee and lunch,-13970,RUB,4400,card,posted,food.cafe,RU,5814,AUTH-0000000740,TERM-1020,counterparty-04,1125807,household account; coffee and lunch; statement export,PROVIDER-2026-00000740,0
TX-000741,2026-01-21 17:27:00,2026-01-22,MEDI-CORNER,pharmacy goods,-14107,RUB,4401,qr,posted,health.pharmacy,RU,5912,AUTH-0000000741,TERM-1021,counterparty-05,1111700,household account; pharmacy goods; statement export,PROVIDER-2026-00000741,1
TX-000742,2026-01-22 18:34:00,2026-01-23,STREAM BOX,monthly subscription,-14244,RUB,4402,card,posted,services.digital,RU,4899,AUTH-0000000742,TERM-1022,counterparty-06,1097456,household account; monthly subscription; statement export,PROVIDER-2026-00000742,2
TX-000743,2026-01-23 19:41:00,2026-01-24,GREEN MARKET,fresh food,-14381,RUB,4403,card,posted,food.groceries,RU,5411,AUTH-0000000743,TERM-1023,counterparty-07,1083075,household account; fresh food; statement export,PROVIDER-2026-00000743,3
TX-000744,2026-01-24 08:48:00,2026-01-25,BOOK HOUSE,books and stationery,-14518,RUB,4404,qr,posted,unknown,RU,5942,AUTH-0000000744,TERM-1024,counterparty-08,1068557,household account; books and stationery; statement export,PROVIDER-2026-00000744,0
TX-000745,2026-01-25 09:55:00,2026-01-26,NOVA MARKET,groceries,-14655,RUB,4405,card,posted,food.groceries,RU,5311,AUTH-0000000745,TERM-1025,counterparty-09,1053902,household account; groceries; statement export,PROVIDER-2026-00000745,1
TX-000746,2026-01-26 10:02:00,2026-01-27,CITY RIDE,completed ride,-14792,RUB,4406,card,posted,transport,RU,4121,AUTH-0000000746,TERM-1026,counterparty-10,1039110,household account; completed ride; statement export,PROVIDER-2026-00000746,2
TX-000747,2026-01-27 11:09:00,2026-01-28,RIVER PAY,online order,-14929,RUB,4407,qr,posted,services.digital,RU,5812,AUTH-0000000747,TERM-1027,counterparty-11,1024181,household account; online order; statement export,PROVIDER-2026-00000747,3
TX-000748,2026-01-28 12:16:00,2026-01-29,NORTH CAFE,coffee and lunch,-15066,RUB,4408,card,posted,food.cafe,RU,5814,AUTH-0000000748,TERM-1028,counterparty-12,1009115,household account; coffee and lunch; statement export,PROVIDER-2026-00000748,0
TX-000749,2026-01-29 13:23:00,2026-01-30,MEDI-CORNER,pharmacy goods,-15203,RUB,4409,card,posted,health.pharmacy,RU,5912,AUTH-0000000749,TERM-1029,counterparty-13,993912,household account; pharmacy goods; statement export,PROVIDER-2026-00000749,1
TX-000750,2026-01-30 14:30:00,2026-01-31,STREAM BOX,monthly subscription,-15340,RUB,4400,qr,posted,services.digital,RU,4899,AUTH-0000000750,TERM-1030,counterparty-14,978572,household account; monthly subscription; statement export,PROVIDER-2026-00000750,2
TX-000751,2026-01-31 15:37:00,2026-02-01,GREEN MARKET,fresh food,-15477,RUB,4401,card,posted,food.groceries,RU,5411,AUTH-0000000751,TERM-1031,counterparty-15,963095,household account; fresh food; statement export,PROVIDER-2026-00000751,3
TX-000752,2026-02-01 16:44:00,2026-02-02,BOOK HOUSE,books and stationery,-15614,RUB,4402,card,posted,unknown,RU,5942,AUTH-0000000752,TERM-1032,counterparty-16,947481,household account; books and stationery; statement export,PROVIDER-2026-00000752,0
TX-000753,2026-02-02 17:51:00,2026-02-03,NOVA MARKET,groceries,-15751,RUB,4403,qr,posted,food.groceries,RU,5311,AUTH-0000000753,TERM-1033,counterparty-17,931730,household account; groceries; statement export,PROVIDER-2026-00000753,1
TX-000754,2026-02-03 18:58:00,2026-02-04,CITY RIDE,completed ride,-15888,RUB,4404,card,posted,transport,RU,4121,AUTH-0000000754,TERM-1034,counterparty-18,915842,household account; completed ride; statement export,PROVIDER-2026-00000754,2
TX-000755,2026-02-04 19:05:00,2026-02-05,RIVER PAY,online order,-16025,RUB,4405,card,posted,services.digital,RU,5812,AUTH-0000000755,TERM-1035,counterparty-19,899817,household account; online order; statement export,PROVIDER-2026-00000755,3
TX-000756,2026-02-05 08:12:00,2026-02-06,NORTH CAFE,coffee and lunch,-16162,RUB,4406,qr,posted,food.cafe,RU,5814,AUTH-0000000756,TERM-1036,counterparty-20,883655,household account; coffee and lunch; statement export,PROVIDER-2026-00000756,0
TX-000757,2026-02-06 09:19:00,2026-02-07,MEDI-CORNER,pharmacy goods,-16299,RUB,4407,card,posted,health.pharmacy,RU,5912,AUTH-0000000757,TERM-1037,counterparty-21,867356,household account; pharmacy goods; statement export,PROVIDER-2026-00000757,1
TX-000758,2026-02-07 10:26:00,2026-02-08,STREAM BOX,monthly subscription,-16436,RUB,4408,card,posted,services.digital,RU,4899,AUTH-0000000758,TERM-1038,counterparty-22,850920,household account; monthly subscription; statement export,PROVIDER-2026-00000758,2
TX-000759,2026-02-08 11:33:00,2026-02-09,GREEN MARKET,fresh food,-16573,RUB,4409,qr,posted,food.groceries,RU,5411,AUTH-0000000759,TERM-1039,counterparty-23,834347,household account; fresh food; statement export,PROVIDER-2026-00000759,3
TX-000760,2026-02-09 12:40:00,2026-02-10,BOOK HOUSE,books and stationery,-16710,RUB,4400,card,posted,unknown,RU,5942,AUTH-0000000760,TERM-1040,counterparty-24,817637,household account; books and stationery; statement export,PROVIDER-2026-00000760,0
TX-000761,2026-02-10 13:47:00,2026-02-11,NOVA MARKET,groceries,-16847,RUB,4401,card,posted,food.groceries,RU,5311,AUTH-0000000761,TERM-1041,counterparty-25,800790,household account; groceries; statement export,PROVIDER-2026-00000761,1
TX-000762,2026-02-11 14:54:00,2026-02-12,CITY RIDE,completed ride,-16984,RUB,4402,qr,posted,transport,RU,4121,AUTH-0000000762,TERM-1042,counterparty-26,783806,household account; completed ride; statement export,PROVIDER-2026-00000762,2
TX-000763,2026-02-12 15:01:00,2026-02-13,RIVER PAY,online order,-17121,RUB,4403,card,posted,services.digital,RU,5812,AUTH-0000000763,TERM-1043,counterparty-27,766685,household account; online order; statement export,PROVIDER-2026-00000763,3
TX-000764,2026-02-13 16:08:00,2026-02-14,NORTH CAFE,coffee and lunch,-17258,RUB,4404,card,posted,food.cafe,RU,5814,AUTH-0000000764,TERM-1044,counterparty-28,749427,household account; coffee and lunch; statement export,PROVIDER-2026-00000764,0
TX-000765,2026-02-14 17:15:00,2026-02-15,MEDI-CORNER,pharmacy goods,-17395,RUB,4405,qr,posted,health.pharmacy,RU,5912,AUTH-0000000765,TERM-1045,counterparty-29,732032,household account; pharmacy goods; statement export,PROVIDER-2026-00000765,1
TX-000766,2026-02-15 18:22:00,2026-02-16,STREAM BOX,monthly subscription,-17532,RUB,4406,card,posted,services.digital,RU,4899,AUTH-0000000766,TERM-1046,counterparty-30,714500,household account; monthly subscription; statement export,PROVIDER-2026-00000766,2
TX-000767,2026-02-16 19:29:00,2026-02-17,GREEN MARKET,fresh food,-17669,RUB,4407,card,posted,food.groceries,RU,5411,AUTH-0000000767,TERM-1047,counterparty-31,696831,household account; fresh food; statement export,PROVIDER-2026-00000767,3
TX-000768,2026-02-17 08:36:00,2026-02-18,BOOK HOUSE,books and stationery,-17806,RUB,4408,qr,posted,unknown,RU,5942,AUTH-0000000768,TERM-1048,counterparty-00,679025,household account; books and stationery; statement export,PROVIDER-2026-00000768,0
TX-000769,2026-02-18 09:43:00,2026-02-19,NOVA MARKET,groceries,-17943,RUB,4409,card,posted,food.groceries,RU,5311,AUTH-0000000769,TERM-1049,counterparty-01,661082,household account; groceries; statement export,PROVIDER-2026-00000769,1
TX-000770,2026-02-19 10:50:00,2026-02-20,CITY RIDE,completed ride,-18080,RUB,4400,card,posted,transport,RU,4121,AUTH-0000000770,TERM-1050,counterparty-02,643002,household account; completed ride; statement export,PROVIDER-2026-00000770,2
TX-000771,2026-02-20 11:57:00,2026-02-21,RIVER PAY,online order,-18217,RUB,4401,qr,posted,services.digital,RU,5812,AUTH-0000000771,TERM-1051,counterparty-03,624785,household account; online order; statement export,PROVIDER-2026-00000771,3
TX-000772,2026-02-21 12:04:00,2026-02-22,NORTH CAFE,coffee and lunch,-18354,RUB,4402,card,posted,food.cafe,RU,5814,AUTH-0000000772,TERM-1052,counterparty-04,606431,household account; coffee and lunch; statement export,PROVIDER-2026-00000772,0
TX-000773,2026-02-22 13:11:00,2026-02-23,MEDI-CORNER,pharmacy goods,-18491,RUB,4403,card,posted,health.pharmacy,RU,5912,AUTH-0000000773,TERM-1053,counterparty-05,587940,household account; pharmacy goods; statement export,PROVIDER-2026-00000773,1
TX-000774,2026-02-23 14:18:00,2026-02-24,STREAM BOX,monthly subscription,-18628,RUB,4404,qr,posted,services.digital,RU,4899,AUTH-0000000774,TERM-1054,counterparty-06,569312,household account; monthly subscription; statement export,PROVIDER-2026-00000774,2
TX-000775,2026-02-24 15:25:00,2026-02-25,GREEN MARKET,fresh food,-18765,RUB,4405,card,posted,food.groceries,RU,5411,AUTH-0000000775,TERM-1055,counterparty-07,550547,household account; fresh food; statement export,PROVIDER-2026-00000775,3
TX-000776,2026-02-25 16:32:00,2026-02-26,BOOK HOUSE,books and stationery,-18902,RUB,4406,card,posted,unknown,RU,5942,AUTH-0000000776,TERM-1056,counterparty-08,531645,household account; books and stationery; statement export,PROVIDER-2026-00000776,0
TX-000777,2026-02-26 17:39:00,2026-02-27,NOVA MARKET,groceries,-19039,RUB,4407,qr,posted,food.groceries,RU,5311,AUTH-0000000777,TERM-1057,counterparty-09,512606,household account; groceries; statement export,PROVIDER-2026-00000777,1
TX-000778,2026-02-27 18:46:00,2026-02-28,CITY RIDE,completed ride,-19176,RUB,4408,card,posted,transport,RU,4121,AUTH-0000000778,TERM-1058,counterparty-10,493430,household account; completed ride; statement export,PROVIDER-2026-00000778,2
TX-000779,2026-02-28 19:53:00,2026-03-01,RIVER PAY,online order,-19313,RUB,4409,card,posted,services.digital,RU,5812,AUTH-0000000779,TERM-1059,counterparty-11,474117,household account; online order; statement export,PROVIDER-2026-00000779,3
TX-000780,2026-03-01 08:00:00,2026-03-02,NORTH CAFE,coffee and lunch,-19450,RUB,4400,qr,posted,food.cafe,RU,5814,AUTH-0000000780,TERM-1060,counterparty-12,454667,household account; coffee and lunch; statement export,PROVIDER-2026-00000780,0
TX-000781,2026-03-02 09:07:00,2026-03-03,MEDI-CORNER,pharmacy goods,-19587,RUB,4401,card,posted,health.pharmacy,RU,5912,AUTH-0000000781,TERM-1061,counterparty-13,435080,household account; pharmacy goods; statement export,PROVIDER-2026-00000781,1
TX-000782,2026-03-03 10:14:00,2026-03-04,STREAM BOX,monthly subscription,-19724,RUB,4402,card,posted,services.digital,RU,4899,AUTH-0000000782,TERM-1062,counterparty-14,415356,household account; monthly subscription; statement export,PROVIDER-2026-00000782,2
TX-000783,2026-03-04 11:21:00,2026-03-05,GREEN MARKET,fresh food,-19861,RUB,4403,qr,posted,food.groceries,RU,5411,AUTH-0000000783,TERM-1063,counterparty-15,395495,household account; fresh food; statement export,PROVIDER-2026-00000783,3
TX-000784,2026-03-05 12:28:00,2026-03-06,BOOK HOUSE,books and stationery,-19998,RUB,4404,card,posted,unknown,RU,5942,AUTH-0000000784,TERM-1064,counterparty-16,375497,household account; books and stationery; statement export,PROVIDER-2026-00000784,0
TX-000785,2026-03-06 13:35:00,2026-03-07,NOVA MARKET,groceries,-20135,RUB,4405,card,posted,food.groceries,RU,5311,AUTH-0000000785,TERM-1065,counterparty-17,355362,household account; groceries; statement export,PROVIDER-2026-00000785,1
TX-000786,2026-03-07 14:42:00,2026-03-08,CITY RIDE,completed ride,-20272,RUB,4406,qr,posted,transport,RU,4121,AUTH-0000000786,TERM-1066,counterparty-18,335090,household account; completed ride; statement export,PROVIDER-2026-00000786,2
TX-000787,2026-03-08 15:49:00,2026-03-09,RIVER PAY,online order,-20409,RUB,4407,card,posted,services.digital,RU,5812,AUTH-0000000787,TERM-1067,counterparty-19,314681,household account; online order; statement export,PROVIDER-2026-00000787,3
TX-000788,2026-03-09 16:56:00,2026-03-10,NORTH CAFE,coffee and lunch,-20546,RUB,4408,card,posted,food.cafe,RU,5814,AUTH-0000000788,TERM-1068,counterparty-20,294135,household account; coffee and lunch; statement export,PROVIDER-2026-00000788,0
TX-000789,2026-03-10 17:03:00,2026-03-11,MEDI-CORNER,pharmacy goods,-20683,RUB,4409,qr,posted,health.pharmacy,RU,5912,AUTH-0000000789,TERM-1069,counterparty-21,273452,household account; pharmacy goods; statement export,PROVIDER-2026-00000789,1
TX-000790,2026-03-11 18:10:00,2026-03-12,STREAM BOX,monthly subscription,-20820,RUB,4400,card,posted,services.digital,RU,4899,AUTH-0000000790,TERM-1070,counterparty-22,252632,household account; monthly subscription; statement export,PROVIDER-2026-00000790,2
TX-000791,2026-03-12 19:17:00,2026-03-13,GREEN MARKET,fresh food,-20957,RUB,4401,card,posted,food.groceries,RU,5411,AUTH-0000000791,TERM-1071,counterparty-23,231675,household account; fresh food; statement export,PROVIDER-2026-00000791,3
TX-000792,2026-03-13 08:24:00,2026-03-14,BOOK HOUSE,books and stationery,-21094,RUB,4402,qr,posted,unknown,RU,5942,AUTH-0000000792,TERM-1072,counterparty-24,210581,household account; books and stationery; statement export,PROVIDER-2026-00000792,0
TX-000793,2026-03-14 09:31:00,2026-03-15,NOVA MARKET,groceries,-21231,RUB,4403,card,posted,food.groceries,RU,5311,AUTH-0000000793,TERM-1073,counterparty-25,189350,household account; groceries; statement export,PROVIDER-2026-00000793,1
TX-000794,2026-03-15 10:38:00,2026-03-16,CITY RIDE,completed ride,-21368,RUB,4404,card,posted,transport,RU,4121,AUTH-0000000794,TERM-1074,counterparty-26,167982,household account; completed ride; statement export,PROVIDER-2026-00000794,2
TX-000795,2026-03-16 11:45:00,2026-03-17,RIVER PAY,online order,-21505,RUB,4405,qr,posted,services.digital,RU,5812,AUTH-0000000795,TERM-1075,counterparty-27,146477,household account; online order; statement export,PROVIDER-2026-00000795,3
TX-000796,2026-03-17 12:52:00,2026-03-18,NORTH CAFE,coffee and lunch,-21642,RUB,4406,card,posted,food.cafe,RU,5814,AUTH-0000000796,TERM-1076,counterparty-28,124835,household account; coffee and lunch; statement export,PROVIDER-2026-00000796,0
TX-000797,2026-03-18 13:59:00,2026-03-19,MEDI-CORNER,pharmacy goods,-21779,RUB,4407,card,posted,health.pharmacy,RU,5912,AUTH-0000000797,TERM-1077,counterparty-29,103056,household account; pharmacy goods; statement export,PROVIDER-2026-00000797,1
TX-000798,2026-03-19 14:06:00,2026-03-20,STREAM BOX,monthly subscription,-21916,RUB,4408,qr,posted,services.digital,RU,4899,AUTH-0000000798,TERM-1078,counterparty-30,81140,household account; monthly subscription; statement export,PROVIDER-2026-00000798,2
TX-000799,2026-03-20 15:13:00,2026-03-21,GREEN MARKET,fresh food,-22053,RUB,4409,card,posted,food.groceries,RU,5411,AUTH-0000000799,TERM-1079,counterparty-31,59087,household account; fresh food; statement export,PROVIDER-2026-00000799,3
TX-000800,2026-03-21 16:20:00,2026-03-22,BOOK HOUSE,books and stationery,-190,RUB,4400,card,posted,unknown,RU,5942,AUTH-0000000800,TERM-1080,counterparty-00,58897,household account; books and stationery; statement export,PROVIDER-2026-00000800,0
TX-000801,2026-03-22 17:27:00,2026-03-23,NOVA MARKET,groceries,-327,RUB,4401,qr,posted,food.groceries,RU,5311,AUTH-0000000801,TERM-1081,counterparty-01,58570,household account; groceries; statement export,PROVIDER-2026-00000801,1
TX-000802,2026-03-23 18:34:00,2026-03-24,CITY RIDE,completed ride,-464,RUB,4402,card,posted,transport,RU,4121,AUTH-0000000802,TERM-1082,counterparty-02,58106,household account; completed ride; statement export,PROVIDER-2026-00000802,2
TX-000803,2026-03-24 19:41:00,2026-03-25,RIVER PAY,online order,-601,RUB,4403,card,posted,services.digital,RU,5812,AUTH-0000000803,TERM-1083,counterparty-03,57505,household account; online order; statement export,PROVIDER-2026-00000803,3
TX-000804,2026-03-25 08:48:00,2026-03-26,NORTH CAFE,coffee and lunch,-738,RUB,4404,qr,posted,food.cafe,RU,5814,AUTH-0000000804,TERM-1084,counterparty-04,56767,household account; coffee and lunch; statement export,PROVIDER-2026-00000804,0
TX-000805,2026-03-26 09:55:00,2026-03-27,MEDI-CORNER,pharmacy goods,-875,RUB,4405,card,posted,health.pharmacy,RU,5912,AUTH-0000000805,TERM-1085,counterparty-05,55892,household account; pharmacy goods; statement export,PROVIDER-2026-00000805,1
TX-000806,2026-03-27 10:02:00,2026-03-28,STREAM BOX,monthly subscription,-1012,RUB,4406,card,posted,services.digital,RU,4899,AUTH-0000000806,TERM-1086,counterparty-06,54880,household account; monthly subscription; statement export,PROVIDER-2026-00000806,2
TX-000807,2026-03-28 11:09:00,2026-03-29,GREEN MARKET,fresh food,-1149,RUB,4407,qr,posted,food.groceries,RU,5411,AUTH-0000000807,TERM-1087,counterparty-07,53731,household account; fresh food; statement export,PROVIDER-2026-00000807,3
TX-000808,2026-03-29 12:16:00,2026-03-30,BOOK HOUSE,books and stationery,-1286,RUB,4408,card,posted,unknown,RU,5942,AUTH-0000000808,TERM-1088,counterparty-08,52445,household account; books and stationery; statement export,PROVIDER-2026-00000808,0
TX-000809,2026-03-30 13:23:00,2026-03-31,NOVA MARKET,groceries,-1423,RUB,4409,card,posted,food.groceries,RU,5311,AUTH-0000000809,TERM-1089,counterparty-09,51022,household account; groceries; statement export,PROVIDER-2026-00000809,1
